(GVP) Volcano number,Volcano Name,Country,Volcano Latitude,Volcano Longitude,Volcano Elevation,Volcano Type,Population VPI5,Population VPI 10,Population VPI30,Population VPI100,Island of radius <=~5 km?,Eruption Number,Eruption VEI,Eruption start year,Date of fatal incident,Year (Eruption start year if date not specified),Century,Incident number (XXXXX-X.X = eruption number-incident number.su,Incident number extension (-X.X = Incident number.Sub-incident ,Incident / sub-incident:   Fatalities separated into multiple i,Fatality information (existing fatality information from databa,Additional fatality information and notes on distance determina,Qualitative Number of fatalities,Number of fatalities,Fatal cause  ,"Victim classification:  (Emerg) = armed forces, emergency servi",Were fatalities clustered? (eg. All in one collapsed building?),Did fatality or fatal injury occur inside or outside?,Google Earth flag number (representing approximate location of ,Quality level,QL 1 distance (km),QL2 (max. km),QL2 range (km),Distance from eruptive vent if known to be different to summit,"References (new, [legacy])"
263250,Merapi,Indonesia,-7.542,110.442,2968,Stratovolcano,49205,185849,4348473,24728414,N,15923,1,2006,,2006,2000s,15923-1.0,1.0,One incident,Two rescuers died when taking shelter in an underground bunker during a pyroclastic flow.,Bunker ~4km from summit,,2,PDCs,(Emerg) Rescuers,Group,,70,QL 1,4.0,,,,[GVN]
263250,Merapi,Indonesia,-7.542,110.442,2968,Stratovolcano,49205,185849,4348473,24728414,N,15925,4,2010,,2010,2000s,15925-1.0,1.0,One incident,A religious leader and followers who ignored orders to evacuate were killed during the initial explosive eruption.,Distance is location of Kinahrejo. Jenkins lists 34 fatalities.,,34,PDCs,Residents who refused to evacuate,,,195,QL 1,7.0,,,,"Jenkins 2012,[P-11]"
263250,Merapi,Indonesia,-7.542,110.442,2968,Stratovolcano,49205,185849,4348473,24728414,N,15925,4,2010,,2010,2000s,15925-1.0,1.0,One incident,More than 350 persons lost their lives during a majoreruption on November 5 that destroyed about 2300 homes and sent pyroclastic flows and surges to 15 km from the volcano.,"Jenkins et al (2012) state few proximal casualties, and deaths with overspill at 10-15km.",>350,350,PDCs,,,,,QL 2,,15.0,10-15,,"Jenkins 2012,[P-11]"
263250,Merapi,Indonesia,-7.542,110.442,2968,Stratovolcano,49205,185849,4348473,24728414,N,15925,4,2010,,2010,2000s,15925-1.0,1.0,One incident,One person was killed and another injured by secondary lahars.,-,,1,Secondary lahars,,,,,QL 3,,,,,[SI/USGS Weekly]
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15933,5,1586,,1586,1500s,15933-1.0,1.0,One incident,"10,000 reported killed, cause not known. Original accounts describe violent eruption of ""flaming sulfur,"" ejection of large stones into a city, and large amounts of ash that obscured the sun for 3 days.","Lake outburst lahars (with eruption) described with destruction and >10,000 deaths referenced to Brascamp (1917) in Thouret et al. (1998).",,10000,Lahars,,,,,QL 3,,,,,"Thouret et al., (1998). Lubis 2014 http://journals.itb.ac.id/index.php/jets/article/view/876,[]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15935,2,1716,,1716,1700s,15935-1.0,1.0,One incident,Fatalities occurred; number not known.,no information,Unknown,15,Eruption (unknown element),,,,,QL 3,,,,,[CAVW-1 (136).]
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15946,3,1848,,1848,1800s,15946-1.0,1.0,One incident,"22 killed, 11 villages, & 800 houses destroyed.",Bourdier et al (1997) give max lahar length of 27km,,22,Lahars,,,,,QL 2,,27.0,<27,,"Bourdier et al (1997),[CIRV-79 (795).]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15949,2,1864,,1864,1800s,15949-1.0,1.0,One incident,Failure of W crater wall freed lakewater producing lahar that killed an unknown number and destroyed 30 villages. Kusumadinata-79 gives this as 30 wounded.,Bourdier et al (1997) give max lahar length of 27km,Unknown,15,Lahars,,,,,QL 2,,27.0,<27,,"Bourdier et al (1997),[CIRV-79 (795).]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15952,3,1901,,1901,1900s,15952-1.0,1.0,One incident,,Bourdier et al (1997) give max lahar length of 27km. Unknown number of fatalities described as quite a lot by CVGHM. ,,15,Lahars,,,,,QL 2,,27.0,<27,,"Bourdier et al (1997),[CIRV-79 (797)]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15953,4,1919,,1919,1900s,15953-1.0,1.0,One incident,"5,110 killed, 9,000 houses destroyed, 104 villages destroyed.  Pyroclastic flows were produced but inference is that deaths resulted from lahars.  VL and some other sources give death total as 5,500.  Kusumadinata-79 gives 0519-20 date.","CVGHM describes a fast destructive lahar through Blitar and max length of lahar of 37.5km, de Belizal (2012) describe destruction of Blitar resulting in the deaths of ~5000. Bourdier et al (1997) also suggest pyroclastic flows to 30 km. Approx minimum distance 19 to 28km",,5110,Lahars,,,,71,QL 1,22.0,,,,"Bourdier (1997), De Belizal (2012),[CAVW-1 (133)]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15955,4,1951,,1951,1900s,15955-1.0,1.0,One incident,Volcano observer & 2 assistants killed at the crater observatory along with 4 bamboo cutters within the devastated zone.,Bourdier et al (1997) give max destructive radius as 4-6.5km. Deaths of volcanologists at 'crater observatory' so probably well within this.,,7,Eruption (unknown element),(sci) 3 volcanologists and 4 agricultural workers,Group,,,QL 2,,6.5,<6.5,,"Bourdier et al (1997),[CIRV-79 (799).]"
273088,Ambalatungan Group,Philippines,17.32,121.1,2329,Compound,493,3803,55724,4652400,N,16870,1,1952,,1952,1900s,16870-1.0,1.0,One incident,"May have been a steam eruption because sulfur melted and flowed downhill, mixing with debris and killing about a dozen people.",-,~12,12,Lahars,,,,,QL 3,,,,,
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15956,4,1966,,1966,1900s,15956-1.0,1.0,Multiple incidents separated due to different fatal cause,"Main lahar entered R Badak attaining maximum height of 25 m and maximum distance of 31 km in SW direction.  Initial reports listed 208 killed, 78 missing, 86 wounded; later official reports list 211 primary lahar, 3 secondary lahar, and 1 pyroclastic flow fatality.  Other sources give death tolls ranging from 210 to 288.","Bourdier et al (1997) give max destruction radius as 2-5km, but distance of primary lahars as 31km. CVGHM list deaths in Jatilengger and Atas Kedawung, about 25km from summit.",,211,Lahars,,,,72,QL 1,25.0,,,,"Bourdier et al (1997),[SURYO 1985 (65)]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15956,4,1966,,1966,1900s,15956-2.0,2.0,Multiple incidents separated due to different fatal cause,"Main lahar entered R Badak attaining maximum height of 25 m and maximum distance of 31 km in SW direction.  Initial reports listed 208 killed, 78 missing, 86 wounded; later official reports list 211 primary lahar, 3 secondary lahar, and 1 pyroclastic flow fatality.  Other sources give death tolls ranging from 210 to 288.",-,,3,Secondary lahars,,,,,QL 2,,31.0,<31,,[SURYO 1985 (65)]
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15956,4,1966,,1966,1900s,15956-3.0,3.0,Multiple incidents separated due to different fatal cause,"Main lahar entered R Badak attaining maximum height of 25 m and maximum distance of 31 km in SW direction.  Initial reports listed 208 killed, 78 missing, 86 wounded; later official reports list 211 primary lahar, 3 secondary lahar, and 1 pyroclastic flow fatality.  Other sources give death tolls ranging from 210 to 288.","Bourdier et al (1997) give max destruction radius as 2-5km, ",,1,PDCs,,,,,QL 2,,5.0,<5,,"Bourdier et al (1997),[SURYO 1985 (65)]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15957,4,1990,,1990,1900s,15957-1.0,1.0,One incident,"30 deaths on 10 Feb with most of the damage and casualties attributed to heavy tephra falls causing house roofs to collapse. By 20 Feb official death toll had risen to 32, and VSI internal reports listed a total of 35 fatalities.","CVGHM says destructive zone within 2km of summit, but destructive ash fall and casualties to 15km. Bourdier says that destroyed (by pfs) zone had been evacuated, deaths from tephra fall beyond evacuated zone",,35,Tephra,,,Inside - roof collapse,,QL 1,15.0,,,,"Bourdier et al (1997),[BULL VOLC ERUPT 30 (1993)]"
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,15957,4,1990,,1990,1900s,15957-2.0,2.0,One incident,Lahars killed 4 about 30 km S of the volcano.,27km max acc Thouret et al. 1998,,4,Lahars,,,,,QL 1,30.0,,,,Thouret et al 1998
263280,Kelut,Indonesia,-7.93,112.308,1731,Stratovolcano,279,50901,2087876,24999627,N,20934,4,2014,Feb 2014,2014,2000s,20934-1.0,1.0,One incident,,"SI Bulletin (02/2014, BGVN 39:02) On 14 February BNPB reported that the eruption had killed four people (but later estimates were higher): one died due to a collapsing wall, one from ash inhalation, and two from ""shortness of breath."" All four victims lived within 7 km of Kelut in the regency of Malang, an area that received ashfall up to 20 cm thick.",,7,Tephra,,,,,QL 2,,7.0,<7,,SI bulletin
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,15989,2,1884,,1884,1800s,15989-1.0,1.0,One incident,A debris avalanche covering 6.7 km2 buried the Kali Bening estate with 4 administrators and some 70 Madurese workers and family members early in the morning.  Another estimate lists 70-85 fatalities.,Unknown distance of deaths. Thouret et al (2007) give valley affected to the SE.,,74,Avalanche,,Yes - an estate,,,QL 3,,,,,"Thouret et al 2007,[NTNI 1886]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,15998,2,1895,,1895,1800s,15998-1.0,1.0,One incident,"80(?) fatalities, presumably from lahars; devastated arable land.",-,,80,Lahars,,,,,QL 3,,,,,"Thouret et al 2007,[Thouret et al. (2007)]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,13579,2,1909,,1909,1900s,13579-1.0,1.0,One incident,"Major, & fatal lahar was not attributed to eruptive activity, although ash & block eruptions and pyroclastic flows caused damage from Sept through Dec.","Thouret et al. (2007) give 35km distance affected to beyond the city of Lumajang, 38 villages and 220 fatalities.",,220,Secondary lahars,,,,192,QL 2,,35.0,<35,,Thouret et al 2007
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,13459,2,1946,,1946,1900s,13459-1.0,1.0,One incident,"Heavy rains caused floods in valleys below Semeru. Kusumadinata-79 gives 0304-30 dates - 6 killed, 81 houses destroyed, 8 ha rice, 1000 ha arable land destroyed (& agents T? M?).","Thouret et al (2007) give average distance of 15-20km for lahars and list 220 victims in 1955-57 with avalanche, debris flows and floods.",,6,Lahars,,,,,QL 2,,20.0,<20,,Thouret et al 2007
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1968,1968,1900s,16007-1.0,1.0,One incident,"VSI reports starting in 1986 noted 5 killed by mudflows (early reports stated 3), 10 ha arable land destroyed, 1,000 evacuated.","Thouret et al (2007) describe effects to 1.5-4.5km  SE, Siswowidjoyo et al (1997) list SE, map in Thouret et al (1997) suggests ~13km. Damage to Sumberwungkal.",,5,Lahars,,,,73,QL 2,,13.0,<13,,"Sisiwowidjoyo et al (1997); Thouret et al 2007,[Siswowidjoyo (1995); BVE-8 (6)]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1976,1976,1900s,16007-2.0,2.0,One incident,"BVE gives only 40 deaths, & Nov 11 date; Siswowidjoyo et al. (1995) listed 119 fatalities, Thouret et al. (2007) 133 fatalities, but oroginal source for that number not clear.","Description of flow to SE, on map at same location as 1968 in Thouret et al (2007). Thouret et al state ""devastated villages: Renteng, Kebondeli, Sumberwungkal"". Sumberwungkal located in maps of Siswowidjoyo et al (1997) north of Danurejo.",40-133,87,Lahars,,,,76,QL 2,,14.0,<14,,"Sisiwowidjoyo et al (1997); Thouret et al 2007,[Siswowidjoyo (1995); BVSI NO. 111 (33-34)]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,,1967,1900s,16007-3.0,3.0,One incident,One person killed during series of pyroclastic flows down S flank.,"No information, but Siswowidjoyo et al list pyroclastic flows as not reaching beyond 11 km. Unclear on date of deaths. Thouret et al. (2007) list a 1978 event with 12 victims.",,1,PDCs,,,,,QL 2,,11.0,<11,,"Sisiwowidjoyo,[SEAN 6:5, 1981]"
274020,Didicas,Philippines,19.077,122.202,228,Compound,0,0,132,52751,N,16877,2,1969,,1969,1900s,16877-1.0,1.0,One incident,"3 drowned while fishing: tsunami generated by a submarine explosion at Didicas, 70 km away.",Based on description,,3,Tsunami,,,,,QL 1,70.0,,,,[CSLP card 0484; BVE-9/2 (3)]
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1981,1981,1900s,16007-4.0,4.0,One incident,"Secondary lahar due to heavy rainfall dislodged pyroclastic debris down Tunggeng and Sat rivers, killing 252 plus 120 missing, and injuring 152.  Siswowidjoyo listed 275 fatalities, Witham a range of 192-378.","Thouret et al (2007) give 10km, 7-11 km affected. CVGHM indicate 10 km from crater though translation uncertain. Maps in Thouret et al (2007) show lahars travelling much beyond this.",,252,Secondary lahars,,,,,QL 2,,10.0,<10,,"Thouret et al 2007,[SEAN 06:05]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1985,1985,1900s,16007-5.0,5.0,One incident,About 70 fatalities near Pronojiwo,"Uncertain precise location of deaths, but described as near Pronojiwo which is about 12 km from summit. Thouret et al (2007) give date as 1985 with front near Pronojiwo, and damage to Jugosari and Liprak. Location of Pronojiwo taken from map in Thouret et al (2007), which is about 3.4 km distant from Google Earth's location of Pronojiwo. They also state distance of 5 km and unusual lahars in dry season. No lahars mentioned in Activity bulletins, just PDCS to within 5 km of vent. Also no fatalities mentioned.  ",,70,Eruption (unknown element),,,,74,QL 2,,12.0,<12,,"Thouret et al 2007,[Thouret et al. (2007); GVN 22(10) 1997]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,,1967,1900s,16007-6.0,6.0,One incident,Climber killed by ballistic block at summit.,"Uncertain precise location, but flag and distance based on description as at the summit",,1,Ballistics,(tour) Tourists (climbers),,Outside,75,QL 2,,1.0,<1,,
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1992,1992,1900s,16007-7.0,7.0,One incident,Three killed in vent area.,"Uncertain precise location, but flag and distance based on description as at the vent area",,3,Eruption (unknown element),,,,75,QL 2,,1.0,<1,,[Thouret et al. (2007)]
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1994,1994,1900s,16007-8.0,8.0,One incident,"Pyroclastic flows reached Sumbersari village, killing 4 and injuring 3, of whom 2 later died.","Uncertain location of villages. Siswowidjoyo describes deaths in the forbidden zone which is normally 5km of the summit but can extend to 12km, and deaths within a few km of the summit, pfs to 11.5km max. Constrained maximum distance therefore, and distance category represents the likelihood that the deaths were in fact within the 5 km radius. Thouret describes 8 fatalities.",,6,PDCs,,,,,QL 2,,11.5,<11.5,,"Sisiwowidjoyo et al (1997); Thouret et al 2007,[]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,1997,1997,1900s,16007-9.0,9.0,One incident,Two climbers were killed by ballistic ejecta near the summit crater.,"SI Bulletin (08/1997, BGVN 22:08) ""two German mountain climbers died near the crater on 2 September after being struck by large ejected ballistics...victims had separated from group to check the crater"".",,2,Ballistics,(tour) Tourists (climbers),Group,Outside,75,QL 2,,1.0,<1,,"SI bulletin,[GVN Bull. 22:8 (1997)]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,2000,2000,2000s,16007-10.0,10.0,One incident,Two volcanologists were killed and 5 others injured by ballistic ejecta near the summit crater.,"Thouret indicates <3km. SI Bulletin 07/2000 BGVN 25:07 states ""near the NE rim of the active summit crater Jonggring Seloko""...""The fatalities and injuries were caused by impacts and burns from ballistic clasts. These originated from the second of two closely spaced explosions from separate vents that ejected material out to a few hundred meters"".",,2,Ballistics,(sci) Volcanologists,Group,Outside,75,QL 2,,0.3,<0.3,,"SI bulletin, Thouret 2007,[GVN Bull. 25:7 (2000)]"
263300,Semeru,Indonesia,-8.108,112.92,3676,Stratovolcano,2686,8375,1022197,20098931,N,16007,3,1967,,1967,1900s,16007-11.0,11.0,One incident,Three filmmakers were killed at the summit at a time it was closed to access.,"Uncertain precise location, but flag and distance based on description of near summit. ",,3,Eruption (unknown element),(media) Film-makers,Group,Outside,75,QL 2,,1.0,<1,,[Simkin 2003 (p.c.)]
263310,Tengger Caldera,Indonesia,-7.942,112.95,2329,Stratovolcano(es),27826,69451,1420878,22628278,N,16063,2,2004,,2004,2000s,16063-1.0,1.0,One incident,Two tourists were killed and 5 injured by ejecta from a sudden explosive eruption at Bromo crater. ,CVGHM says ballistics on crater rim to 300m. BBC report states tourists were killed by ballistics visiting the crater.,,2,Ballistics,(tour) Tourists,,Outside,77,QL 2,,0.3,<0.3,,"http://news.bbc.co.uk/1/hi/world/asia-pacific/3785793.stm,[GVN Bull. 29:5 (2004)]"
